index,w,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,revenues
2775,1,0,3,1,0,0,130,42,3,24014,0,9,0,41.75
2776,0,1,2,1,0,0,37,30,2,24309,0,0,0,41.75
2777,1,0,2,0,0,0,170,53,1,22105,0,9,0,41.75
2778,1,0,3,1,0,0,65,31,2,26332,0,9,1,41.75
2779,1,0,3,1,0,0,220,43,4,24115,0,9,1,41.75
2780,0,0,3,1,0,0,83,34,7,21640,0,9,1,41.75
2781,0,0,3,1,0,0,385,66,2,21936,0,9,1,41.75
2782,0,0,2,1,0,0,165,44,6,26175,0,9,0,41.75
2783,0,1,3,0,1,0,28,66,2,42363,0,7,0,51.5
2784,1,0,3,1,0,0,353,72,1,24725,0,7,0,31.55
2785,1,1,3,1,0,0,49,32,4,27301,0,9,0,41.75
2786,1,0,3,1,0,0,255,40,4,22112,0,9,0,41.75
2787,0,0,2,1,0,0,330,56,4,21520,0,9,0,41.75
2788,0,1,2,1,1,0,113,48,1,26610,0,9,0,61.7
2789,0,0,3,1,0,0,103,34,3,20924,0,9,0,41.75
2790,0,0,2,1,0,0,12,47,1,20009,1,9,0,41.75
2791,1,0,2,1,0,0,53,35,1,25358,1,9,0,44.75
2792,0,1,2,1,0,0,282,54,4,20591,0,9,0,41.75
2793,1,0,3,1,0,0,122,40,1,26962,0,9,0,41.75
2794,1,0,2,0,0,0,52,43,4,22235,4,9,0,41.75
2795,1,0,2,1,1,0,120,43,1,21138,0,9,0,61.7
2796,1,0,2,1,0,0,73,55,3,20052,0,10,0,65
2797,0,0,2,1,0,0,73,42,4,24723,0,9,0,41.75
2798,0,0,3,0,0,0,112,32,5,30523,6,9,0,41.75
2799,0,0,3,0,0,0,92,34,3,29400,0,9,1,41.75
2800,0,0,2,1,0,0,236,53,4,36380,1,9,1,41.75
2801,1,0,3,0,0,0,218,49,3,27768,0,9,0,41.75
2802,0,1,3,1,0,0,373,63,1,25490,0,1,1,41.75
2803,1,1,2,1,0,0,33,42,1,16551,0,9,0,41.75
2804,1,1,3,0,1,0,38,39,1,31581,4,9,0,67.7
2805,0,0,2,1,0,0,104,39,3,28136,0,9,0,41.75
2806,1,0,2,1,0,0,136,37,4,20975,0,9,0,41.75
2807,0,0,3,1,1,0,301,77,3,23973,0,9,1,61.7
2808,1,0,3,1,0,0,52,32,3,26158,0,7,0,40.55
2809,1,0,3,1,1,0,211,48,4,25867,0,9,0,61.7
2810,1,0,2,0,0,0,95,48,3,23583,0,9,1,41.75
2811,0,0,2,1,1,0,39,43,5,22392,0,9,0,41.75
2812,0,0,2,1,0,0,219,49,4,17912,0,9,1,41.75
2813,1,1,3,1,1,0,145,70,2,25019,0,9,0,61.7
2814,1,0,2,1,1,0,193,44,4,33677,1,9,0,61.7
2815,0,0,3,0,0,0,51,48,4,22581,0,9,1,41.75
2816,0,1,3,1,1,0,353,38,5,22514,0,9,0,64.7
2817,1,0,2,1,1,0,187,40,5,33470,0,9,0,61.7
2818,0,1,2,0,0,0,105,51,2,37422,5,9,0,41.75
2819,1,0,2,1,0,0,380,62,2,21929,0,9,0,41.75
2820,1,0,3,1,0,0,351,72,2,29272,0,7,1,31.55
2821,1,0,3,1,1,0,124,40,4,27231,0,9,0,61.7
2822,1,0,3,1,0,0,242,50,4,22413,4,9,1,41.75
2823,0,0,3,1,0,0,242,70,2,19473,0,9,1,41.75
2824,1,0,2,1,1,0,315,70,5,17951,0,9,0,61.7
2825,0,1,2,1,0,0,156,50,5,32410,2,9,1,41.75
2826,1,0,3,1,0,0,240,55,4,23646,0,9,1,41.75
2827,0,0,2,1,0,0,258,57,2,22736,1,7,0,31.55
2828,1,1,3,1,0,0,88,40,3,27491,0,9,0,41.75
2829,0,0,2,1,0,0,108,36,2,18962,2,9,0,41.75
2830,1,0,3,1,0,0,62,54,3,24045,0,10,0,57.05
2831,1,0,2,1,0,0,11,47,3,25340,0,7,0,40.55
2832,1,0,2,1,0,0,27,25,1,16925,2,9,0,41.75
2833,1,0,3,1,0,1,348,58,2,22886,0,9,1,49.7
2834,0,0,2,1,0,0,196,49,6,19143,0,9,1,41.75
2835,0,0,3,1,0,0,308,60,2,24745,0,7,1,31.55
2836,0,0,3,1,1,0,301,48,3,24570,0,9,1,61.7
2837,0,0,3,1,0,0,138,59,4,24830,1,9,1,41.75
2838,1,0,3,1,0,0,110,64,2,28791,0,9,0,41.75
2839,1,1,2,1,0,0,365,66,2,22779,0,9,0,41.75
2840,1,0,3,1,1,0,128,76,1,38716,0,9,0,61.7
2841,1,0,2,0,0,0,122,46,2,23583,0,9,0,41.75
2842,1,0,2,0,0,0,246,68,2,18513,2,9,1,41.75
2843,0,1,3,1,1,0,326,66,3,28997,22,9,0,112.7
2844,1,0,3,1,0,0,234,48,3,28080,0,9,0,41.75
2845,0,0,3,0,0,0,136,36,4,23401,0,9,1,41.75
2846,0,1,2,0,0,0,34,32,5,19654,0,9,0,44.75
2847,1,0,2,1,0,0,29,27,3,20717,3,9,0,41.75
2848,1,1,3,1,0,0,385,62,2,24008,0,7,1,31.55
2849,0,0,3,1,0,0,360,60,4,23188,0,7,1,34.55
2850,0,0,2,1,0,0,14,57,1,26004,0,9,1,41.75
2851,0,1,3,0,0,0,56,70,1,21228,0,9,0,41.75
2852,0,0,2,1,0,0,135,39,2,21601,0,9,0,47.75
2853,1,1,3,1,0,0,232,47,5,31782,0,9,0,41.75
2854,0,0,2,1,0,0,152,34,4,17674,0,9,1,41.75
2855,1,1,3,1,1,0,106,33,3,26239,0,9,0,61.7
2856,0,0,2,1,1,0,298,50,4,19349,0,9,0,61.7
2857,0,0,3,1,0,0,199,69,2,22437,0,9,1,41.75
2858,0,0,2,1,0,0,134,45,5,23438,0,9,1,41.75
2859,1,0,3,0,1,0,293,72,1,30625,0,9,1,61.7
2860,1,0,3,1,0,1,338,64,2,28983,0,7,0,31.55
2861,1,1,3,1,0,0,9,49,5,25663,0,9,0,41.75
2862,1,1,3,1,0,0,336,62,2,35388,0,9,0,41.75
2863,0,1,3,1,0,0,186,63,3,33652,0,9,1,41.75
2864,1,1,3,1,0,0,126,76,1,38502,0,9,0,41.75
2865,1,1,3,1,0,0,186,46,4,33078,1,0,0,41.75
2866,1,0,2,0,1,0,248,47,4,15882,8,9,0,61.7
2867,0,1,2,1,0,0,63,64,2,33321,5,9,0,41.75
2868,1,0,3,1,0,0,110,46,3,32226,0,9,1,41.75
2869,1,1,3,1,0,0,282,49,1,30751,0,9,0,41.75
2870,0,0,3,1,0,0,240,50,3,23742,0,9,0,41.75
2871,0,0,3,0,0,0,298,51,3,23269,0,9,1,41.75
2872,0,1,2,0,0,0,13,33,3,18746,1,9,0,41.75
2873,0,0,3,1,0,0,295,53,3,27125,0,0,1,41.75
2874,1,0,2,1,0,0,42,41,5,26807,0,9,1,41.75
2875,1,0,3,0,0,0,83,61,2,26748,0,9,1,41.75
2876,1,0,2,1,0,0,263,48,6,25513,0,9,1,41.75
2877,0,0,2,0,1,0,19,22,5,14704,11,9,0,64.7
2878,0,1,2,0,0,0,122,49,3,24764,0,9,1,41.75
2879,0,0,2,0,1,0,72,42,1,22853,3,9,0,61.7
2880,0,0,3,1,0,0,302,52,1,22375,0,9,1,41.75
2881,0,1,3,1,0,0,256,48,7,26841,3,9,1,41.75
2882,1,1,3,1,0,0,98,40,4,24277,0,9,0,41.75
2883,1,0,2,1,0,0,272,47,4,20261,0,9,1,41.75
2884,1,0,2,1,0,0,155,52,1,27850,0,9,1,41.75
2885,0,0,2,1,1,0,50,40,2,18706,1,9,0,61.7
2886,0,0,3,0,0,0,136,36,1,22929,0,9,1,41.75
2887,1,0,2,1,1,0,133,54,5,25111,0,9,0,61.7
2888,1,1,3,1,0,0,217,48,4,21361,5,9,0,41.75
2889,0,1,3,1,0,0,100,57,3,19923,0,7,0,31.55
2890,1,0,3,0,0,0,180,83,3,19806,0,9,1,41.75
2891,1,0,3,1,0,0,132,82,3,30290,0,9,0,41.75
2892,1,0,2,0,0,0,28,42,2,15861,0,9,1,41.75
2893,1,1,2,1,0,0,7,32,2,24155,1,9,0,41.75
2894,0,0,3,1,0,0,335,69,2,26215,0,7,1,31.55
2895,1,0,3,0,0,0,51,48,1,19964,0,9,1,41.75
2896,1,0,2,1,1,0,128,39,4,31099,0,9,0,61.7
2897,1,1,3,0,0,0,68,58,1,32644,0,9,0,41.75
2898,0,0,3,1,1,0,114,33,1,23202,1,7,0,51.5
2899,0,0,3,0,0,0,123,34,3,20760,0,9,0,41.75
2900,0,0,3,0,0,0,177,52,1,26215,0,9,1,41.75
2901,1,1,3,1,0,0,23,67,2,24027,0,7,1,31.55
2902,1,1,2,1,0,0,155,68,2,31787,5,9,1,41.75
2903,1,0,3,1,0,0,37,32,2,26545,0,9,0,44.75
2904,1,1,3,0,0,0,143,68,1,32787,0,9,0,41.75
2905,0,0,3,1,0,0,204,70,2,27388,2,9,0,41.75
2906,1,1,3,1,0,0,275,50,1,31813,11,9,0,41.75
2907,1,1,3,0,1,0,28,46,1,28463,0,9,0,61.7
2908,0,0,3,1,0,0,178,38,5,23195,0,9,1,41.75
2909,0,0,2,1,1,0,194,39,4,17344,0,9,0,61.7
2910,0,0,3,0,0,0,34,46,2,24678,0,9,0,41.75
2911,0,0,3,1,0,0,279,50,6,25139,0,9,1,41.75
2912,0,0,3,1,0,0,338,56,3,25740,0,9,1,41.75
2913,1,1,3,1,0,0,232,50,4,30110,0,9,0,41.75
2914,0,0,3,0,1,0,61,78,1,30743,0,9,1,41.75
2915,1,1,3,1,0,0,6,45,4,30654,1,9,1,41.75
2916,1,0,3,0,1,0,26,60,3,25560,0,9,0,67.7
2917,0,0,2,1,0,0,123,44,6,21817,0,9,1,41.75
2918,0,0,3,1,0,0,152,40,1,30252,0,9,0,41.75
2919,0,0,2,1,0,0,122,51,6,17951,0,9,1,41.75
2920,0,0,3,1,1,0,120,34,3,22965,0,9,1,41.75
2921,0,1,2,0,0,0,9,20,1,14704,1,9,0,92.75
2922,1,0,2,0,0,0,24,45,3,22388,2,9,0,41.75
2923,0,0,3,1,0,0,101,60,2,22028,0,9,1,41.75
2924,0,0,2,1,0,0,65,31,5,17031,0,9,1,41.75
2925,0,0,2,1,0,0,116,42,5,36756,0,9,0,44.75
2926,1,1,3,0,1,0,42,46,1,25107,0,9,0,61.7
2927,1,1,2,1,0,0,388,63,3,22388,0,7,0,31.55
2928,0,0,2,1,0,0,254,49,4,44148,0,9,1,41.75
2929,1,0,2,1,0,0,66,29,5,27773,0,9,0,44.75
2930,1,0,2,1,0,0,72,60,1,24231,0,9,0,41.75
2931,1,0,2,1,1,0,356,58,2,23965,0,9,0,64.7
2932,1,0,2,1,0,0,91,38,4,28804,0,9,0,41.75
2933,0,0,2,1,0,0,165,38,1,35292,1,9,0,41.75
2934,1,0,3,1,0,0,328,58,2,29727,0,7,0,31.55
2935,1,1,3,1,1,0,120,41,3,25189,6,9,0,41.75
2936,1,0,2,1,0,0,188,66,3,13984,0,9,0,41.75
2937,0,1,2,1,0,0,226,47,4,23925,0,9,0,41.75
2938,1,0,2,1,0,0,29,22,5,23345,0,9,0,41.75
2939,1,0,2,0,1,0,164,36,4,23475,0,10,0,77
2940,1,0,3,1,0,0,92,31,2,25806,1,9,0,41.75
2941,0,0,3,1,0,0,213,46,5,20379,0,9,0,41.75
2942,1,0,3,1,0,0,267,52,4,28614,0,9,0,41.75
2943,1,0,3,1,0,0,147,38,3,24551,0,9,1,41.75
2944,0,0,2,1,0,0,57,29,2,23622,3,9,0,47.75
2945,1,0,3,1,0,0,248,51,5,24901,0,9,1,41.75
2946,1,1,2,1,0,0,12,23,4,15736,44,9,0,59.75
2947,0,0,2,1,0,0,105,38,5,21724,0,9,0,41.75
2948,0,1,2,0,0,0,87,50,1,30025,5,9,1,41.75
2949,0,0,2,1,0,0,86,32,3,23710,2,9,0,41.75
2950,1,0,2,1,0,0,38,51,2,19872,0,9,0,41.75
2951,0,0,2,1,0,0,85,34,3,24238,4,9,0,41.75
2952,0,0,3,0,0,0,105,63,3,23526,0,9,0,41.75
2953,1,1,3,1,0,0,360,54,3,25058,0,9,0,41.75
2954,1,0,3,0,0,0,80,37,3,21758,0,9,1,41.75
2955,1,1,3,1,1,0,162,62,2,32989,4,9,0,61.7
2956,0,0,3,1,1,0,13,24,3,21793,2,9,0,61.7
2957,0,0,3,1,1,0,136,35,4,23456,0,9,0,61.7
2958,0,1,2,1,0,0,11,28,3,17629,6,9,1,44.75
2959,0,1,2,0,0,0,118,53,4,27436,1,11,0,62.15
2960,0,0,2,1,1,0,100,29,2,16895,0,9,1,67.7
2961,1,0,2,1,1,0,356,62,1,21140,0,7,0,51.5
2962,0,0,2,0,1,0,14,31,4,17896,6,9,0,88.7
2963,1,1,3,1,0,0,13,36,4,35787,5,7,0,34.55
2964,1,0,3,1,0,0,182,45,4,26481,6,10,1,57.05
2965,0,0,3,0,0,0,105,42,4,28209,0,7,0,31.55
2966,1,0,3,1,0,0,60,47,3,18399,4,9,0,41.75
2967,0,1,2,0,0,0,13,52,2,30828,0,9,0,41.75
2968,1,1,2,1,0,0,45,37,6,21830,1,9,1,41.75
2969,1,0,2,1,1,0,215,50,4,18794,4,9,1,67.7
2970,0,0,2,1,1,0,156,38,2,21059,0,7,0,31.55
2971,1,0,2,1,0,0,333,84,2,20291,0,7,0,31.55
2972,1,0,2,1,0,0,76,56,1,20849,0,9,0,41.75
2973,0,0,3,1,1,0,130,44,4,31041,1,7,0,51.5
2974,0,0,2,1,0,0,333,57,4,23661,0,9,0,41.75
2975,0,0,2,0,0,0,85,49,3,19173,0,7,1,31.55
2976,0,0,2,1,0,0,49,62,2,22686,0,9,1,41.75
2977,1,1,3,0,0,0,279,47,2,30751,0,9,0,41.75
2978,0,0,2,0,0,0,153,39,3,25358,0,9,0,41.75
2979,1,0,3,1,0,0,52,58,2,27781,20,9,0,53.75
2980,1,0,3,0,1,0,51,57,2,22936,0,9,0,61.7
2981,0,1,3,1,0,0,403,61,6,28791,0,9,1,41.75
2982,1,0,2,1,0,0,18,29,4,27411,0,10,0,57.05
2983,0,1,3,1,0,0,16,26,2,26901,0,9,1,41.75
2984,0,0,3,1,0,0,393,63,2,28328,0,9,1,41.75
2985,1,0,3,1,0,0,208,80,2,24229,0,9,0,41.75
2986,0,0,3,1,0,0,109,52,3,24830,0,9,0,41.75
2987,1,0,3,1,1,0,172,41,3,28098,0,9,0,61.7
2988,0,0,3,1,0,0,22,38,4,15009,0,9,1,41.75
2989,1,0,3,1,0,0,60,35,6,23491,5,9,0,47.75
2990,0,0,2,1,0,0,189,45,4,29485,0,9,1,41.75
2991,1,0,2,0,0,0,188,43,3,19863,0,9,0,41.75
2992,0,1,3,1,0,0,289,50,5,24721,0,9,0,41.75
2993,0,0,3,1,0,0,256,58,2,21059,0,7,0,31.55
2994,0,0,2,0,0,0,13,41,1,20009,2,9,0,44.75
2995,1,0,2,1,0,0,19,33,3,19667,0,9,0,41.75
2996,1,0,2,1,0,0,80,35,3,24932,0,9,0,41.75
2997,0,0,2,1,0,0,171,38,5,21859,0,9,1,44.75
2998,1,0,2,1,1,0,258,52,3,20286,0,9,0,61.7
2999,0,0,2,1,0,0,134,51,3,23916,0,9,0,41.75
3000,1,0,3,0,0,0,50,39,4,28783,0,9,0,41.75
3001,0,0,3,1,0,0,116,41,4,30231,0,9,1,41.75
3002,1,0,3,0,1,0,13,20,2,20541,0,9,0,61.7
3003,0,1,3,1,1,0,58,55,1,25710,0,9,0,82.7
3004,0,0,3,1,0,0,138,59,2,26576,0,9,1,41.75
3005,1,0,3,1,0,0,333,67,4,33908,0,7,1,31.55
3006,1,0,2,1,0,0,183,62,2,17880,4,9,0,44.75
3007,1,0,3,1,0,0,75,32,4,26016,0,9,0,41.75
3008,1,0,3,1,0,0,240,55,4,23646,0,9,1,41.75
3009,1,1,3,1,1,0,61,75,2,32644,1,9,0,64.7
3010,1,0,2,1,0,0,337,54,3,20471,0,9,1,41.75
3011,1,1,3,0,0,0,144,43,4,24906,4,9,0,44.75
3012,0,0,3,1,0,0,194,43,3,27875,0,9,1,41.75
3013,0,0,3,1,0,0,15,22,3,16521,0,9,1,41.75
3014,0,0,3,1,1,0,102,41,1,25600,2,10,0,95
3015,0,0,2,0,0,0,355,64,3,19108,0,9,0,41.75
3016,1,0,2,1,0,0,29,27,2,21707,3,9,0,44.75
3017,0,0,3,0,0,0,92,39,3,15009,0,9,1,41.75
3018,0,1,3,1,0,0,90,30,1,24846,0,10,1,57.05
3019,0,0,3,1,0,0,323,59,1,35827,0,9,1,41.75
3020,1,0,3,1,0,0,252,47,3,26049,1,9,0,41.75
3021,0,0,3,1,0,0,48,40,3,23724,0,9,1,41.75
3022,0,0,2,1,1,0,37,40,6,17772,0,9,0,61.7
3023,1,1,3,1,0,0,361,57,2,24143,0,9,0,41.75
3024,0,0,3,1,0,0,71,31,4,23960,5,0,0,41.75
3025,0,0,3,2,0,0,55,44,2,24045,0,9,1,41.75
3026,0,1,2,0,0,0,120,53,2,25865,0,7,0,31.55
3027,1,0,2,0,0,0,237,53,2,17654,0,9,1,41.75
3028,1,0,2,1,0,0,277,52,4,25355,0,9,0,41.75
3029,0,0,2,0,0,0,88,49,3,17043,0,9,1,41.75
3030,1,0,3,1,0,0,210,80,2,25958,0,9,0,41.75
3031,1,1,2,1,1,0,222,46,5,22326,0,9,0,61.7
3032,0,0,3,0,0,0,155,40,4,33259,1,9,1,41.75
3033,1,0,3,1,0,0,130,51,3,31041,0,9,0,41.75
3034,0,0,2,1,0,0,46,33,3,23875,0,9,1,41.75
3035,0,0,3,0,0,0,99,27,2,25663,0,9,1,41.75
3036,0,0,2,1,0,0,140,54,2,22103,0,9,1,41.75
3037,0,0,2,1,1,0,122,36,4,33695,0,9,0,41.75
3038,1,0,2,1,0,0,251,62,2,20622,0,9,0,41.75
3039,1,0,3,1,0,0,310,70,2,26987,0,7,0,31.55
3040,1,1,3,0,0,0,10,22,5,20143,0,9,1,41.75
3041,1,0,2,0,0,0,115,40,5,16056,2,9,0,41.75
3042,1,0,3,1,0,0,37,54,2,30332,1,9,1,44.75
3043,1,0,2,1,0,0,20,24,1,26264,0,9,0,41.75
3044,1,1,2,0,1,0,207,42,4,20596,0,9,0,61.7
3045,1,0,3,0,1,0,127,43,5,30457,5,7,0,51.5
3046,0,0,3,1,0,0,170,79,2,25321,0,7,1,31.55
3047,0,1,3,1,1,0,248,55,4,24232,13,9,1,64.7
3048,0,0,3,1,0,0,328,56,2,25867,1,9,0,47.75
3049,1,0,2,0,0,0,123,36,5,22371,1,9,0,41.75
3050,0,0,3,1,1,0,36,41,4,22778,0,9,1,61.7
3051,1,0,3,1,0,0,236,71,3,31931,0,9,0,41.75
3052,0,0,3,1,0,0,160,49,6,19552,18,9,0,44.75
3053,0,0,2,1,0,0,106,40,6,19873,0,9,1,41.75
3054,0,0,3,1,0,0,112,44,3,26771,0,7,1,31.55
3055,1,0,3,0,1,0,234,47,3,26159,12,9,0,41.75
3056,1,0,3,1,0,0,128,59,6,20186,0,9,1,44.75
3057,0,0,3,0,0,0,86,38,4,28783,3,9,1,41.75
3058,1,0,2,0,0,0,125,44,4,27466,2,7,0,31.55
3059,1,0,2,0,0,0,66,63,5,14866,1,7,1,31.55
3060,0,1,3,1,1,0,101,33,3,27099,0,11,0,41.75
3061,1,0,2,1,0,0,257,53,4,44148,0,9,0,41.75
3062,0,0,2,1,0,0,171,65,1,15549,0,9,1,41.75
3063,1,0,3,1,0,0,206,57,3,30945,0,9,1,41.75
3064,0,0,2,1,0,0,116,36,3,28136,0,9,0,41.75
3065,0,0,2,1,0,0,18,28,1,16982,0,9,0,41.75
3066,1,0,2,1,0,0,345,68,5,17951,0,7,0,31.55
3067,1,0,2,1,0,0,249,60,2,25789,1,9,0,41.75
3068,0,0,3,0,0,0,22,46,3,18267,0,9,1,41.75
3069,1,0,3,1,0,0,179,47,4,36117,0,9,0,41.75
3070,1,0,3,1,1,0,116,40,4,23364,0,9,0,61.7
3071,0,0,3,0,0,0,39,28,2,24107,3,9,1,44.75
3072,1,0,2,0,0,0,188,43,1,20926,0,9,0,41.75
3073,0,1,2,1,0,0,203,51,5,24231,0,9,0,41.75
3074,0,1,2,1,0,0,23,40,4,23210,0,10,0,57.05
3075,1,0,3,1,0,0,110,34,6,20740,0,9,0,41.75
3076,1,1,2,0,0,0,302,56,1,25445,0,9,0,44.75
3077,0,0,3,1,0,0,85,38,2,36203,0,9,1,41.75
3078,1,0,3,1,1,0,42,37,3,23445,0,9,0,61.7
3079,1,0,3,1,0,0,154,39,2,20798,0,9,0,41.75
3080,0,1,3,1,0,0,271,47,3,24721,0,9,0,41.75
3081,1,0,2,1,0,0,20,40,3,22105,0,9,0,41.75
3082,1,1,3,1,0,0,98,34,4,31035,3,9,0,50.75
3083,0,0,2,1,1,0,112,36,4,24805,0,9,1,41.75
3084,0,0,3,1,0,0,393,78,2,23973,0,9,1,41.75
3085,0,0,3,1,0,0,220,55,2,25040,0,9,1,41.75
3086,1,0,3,1,0,0,144,41,4,16403,0,9,0,41.75
3087,1,0,2,1,0,0,68,29,4,21523,0,9,1,41.75
3088,0,0,3,1,1,0,198,44,4,25853,0,9,0,61.7
3089,1,1,2,1,0,0,11,47,3,27515,1,9,0,41.75
3090,1,0,2,0,1,0,71,52,4,20073,0,9,0,61.7
3091,1,0,3,1,0,0,396,61,2,22768,0,9,1,41.75
3092,0,0,2,1,0,0,137,41,4,21071,0,9,1,41.75
3093,0,0,3,0,0,0,134,36,2,24040,0,9,0,41.75
3094,0,1,3,1,0,0,148,38,4,28594,8,9,1,41.75
3095,0,0,3,1,0,0,65,42,3,24014,4,9,0,41.75
3096,1,1,2,1,1,0,13,22,2,10280,0,9,0,61.7
3097,0,1,2,1,0,0,184,60,2,17537,0,9,1,41.75
3098,0,1,3,0,0,0,139,45,4,27418,0,9,1,41.75
3099,1,1,3,1,1,0,46,61,2,12721,2,9,0,61.7
3100,0,0,2,0,0,0,19,32,4,15418,0,9,1,41.75
3101,1,0,2,1,1,0,26,47,6,23127,0,9,0,64.7
3102,1,0,3,1,0,0,93,34,2,23240,3,9,0,41.75
3103,1,0,3,0,1,0,109,34,3,23272,2,9,0,61.7
3104,0,0,2,0,1,0,83,37,3,23747,1,9,0,61.7
3105,0,0,3,1,0,0,157,43,3,30290,0,9,0,41.75
3106,0,1,2,1,0,0,282,54,3,19756,0,9,0,41.75
3107,1,0,3,1,0,0,193,43,3,23605,0,9,1,41.75
3108,1,1,3,0,0,0,284,47,3,32566,0,9,0,41.75
3109,1,0,3,1,0,0,100,39,3,22452,1,9,1,56.75
3110,0,0,3,1,0,0,321,60,2,21230,0,9,1,41.75
3111,0,1,3,1,1,0,337,59,2,22249,0,9,0,61.7
3112,0,0,3,1,0,0,262,61,2,19822,0,9,0,41.75
3113,1,0,2,1,0,0,119,44,6,17240,0,9,0,41.75
3114,0,0,3,1,0,0,108,40,2,30326,0,9,1,41.75
3115,0,0,3,1,0,0,100,58,2,22028,0,9,1,41.75
3116,1,1,3,0,0,0,284,53,1,29924,1,9,0,44.75
3117,0,1,2,0,1,0,347,41,3,24838,0,9,0,61.7
3118,1,0,2,1,0,0,235,48,4,28136,7,9,0,50.75
3119,1,0,3,1,0,0,206,57,4,24759,2,9,1,41.75
3120,0,0,3,0,1,0,104,46,2,23928,6,9,0,73.7
3121,0,0,2,1,1,0,63,58,2,27313,0,9,0,41.75
3122,1,0,2,1,0,0,47,43,2,24928,0,9,0,41.75
3123,0,0,3,1,0,0,240,48,4,24590,0,9,0,41.75
3124,1,1,2,0,0,0,6,37,4,17841,5,9,1,41.75
3125,0,1,3,0,0,0,92,30,4,43299,4,9,0,41.75
3126,1,0,3,0,0,0,47,23,5,15858,0,9,1,41.75
3127,0,0,3,1,0,0,117,58,1,22562,0,9,1,41.75
3128,0,0,3,1,0,0,52,58,2,27781,0,5,1,5.95
3129,1,0,2,1,0,0,116,51,3,21015,0,9,0,41.75
3130,0,0,2,1,0,0,211,47,5,14067,0,9,1,41.75
3131,0,0,2,1,0,0,189,41,3,28897,9,7,0,91.55
3132,1,0,2,1,0,0,132,69,2,21138,0,9,1,41.75
3133,0,0,2,1,1,0,127,43,4,20138,0,9,1,61.7
3134,0,0,3,1,0,0,296,60,2,26724,0,9,1,41.75
3135,1,1,3,1,0,0,210,48,4,22514,5,9,0,44.75
3136,1,0,3,1,0,0,48,34,1,20948,0,9,1,41.75
3137,1,0,2,1,0,0,201,48,2,30559,0,9,0,41.75
3138,1,0,2,1,0,0,138,43,6,19632,0,9,0,41.75
3139,0,0,3,1,0,0,92,31,2,28288,0,9,1,41.75
3140,1,1,2,1,0,0,115,40,4,16056,1,9,0,41.75
3141,1,0,2,1,1,0,177,41,4,20088,2,9,0,61.7
3142,1,0,2,1,1,0,15,24,5,22176,6,9,0,64.7
3143,0,0,2,1,0,0,339,53,3,27573,0,7,0,31.55
3144,0,0,2,1,0,0,335,55,3,23584,0,9,1,41.75
3145,1,0,3,0,1,0,14,26,2,24190,2,9,0,64.7
3146,1,0,3,1,0,0,289,66,3,23497,4,9,0,41.75
3147,0,0,2,1,0,0,278,53,5,19374,0,9,1,41.75
3148,1,0,2,0,0,0,334,63,2,15149,0,9,0,50.75
3149,0,1,2,1,0,0,197,48,4,33445,8,9,0,44.75
3150,0,0,3,1,0,0,176,45,3,24502,0,9,1,41.75
3151,1,0,3,1,1,0,239,48,4,25867,0,9,0,61.7
3152,0,0,3,1,0,0,296,52,3,27368,0,9,1,53.75
3153,0,0,2,0,0,0,140,36,3,26206,0,9,1,41.75
3154,0,0,3,1,1,0,100,39,2,27052,2,9,0,61.7
3155,0,0,2,1,0,0,112,48,1,17442,0,9,0,41.75
3156,0,0,3,1,0,0,100,31,1,25600,2,9,0,41.75
3157,1,0,2,1,0,0,78,36,7,14842,14,9,0,41.75
3158,0,0,2,1,0,0,116,41,6,19843,0,9,0,41.75
3159,0,0,3,0,0,0,82,63,3,30357,0,9,1,41.75
3160,0,0,3,1,0,0,25,47,4,25474,4,7,0,31.55
3161,0,0,3,1,0,0,17,29,3,32754,0,9,1,41.75
3162,1,0,2,1,0,0,16,30,2,20812,0,9,0,41.75
3163,1,0,3,1,0,0,132,49,1,22176,0,9,0,41.75
3164,0,0,3,1,1,0,31,27,1,20705,0,9,0,61.7
3165,1,0,3,1,0,0,240,56,2,26242,0,9,0,44.75
3166,0,0,3,0,0,0,186,50,1,26215,0,7,1,31.55
3167,0,0,3,0,0,0,24,27,2,27944,0,9,1,41.75
3168,1,0,3,1,1,0,172,42,4,24282,0,9,0,61.7
3169,0,0,3,1,0,0,190,45,6,25224,0,9,1,41.75
3170,1,0,3,1,0,1,130,79,2,30290,0,9,0,49.7
3171,1,0,3,1,0,0,255,46,5,26384,1,9,0,41.75
3172,1,0,3,0,0,0,113,49,2,28506,0,7,0,31.55
3173,0,0,3,1,0,0,84,37,2,32076,0,9,1,47.75
3174,0,0,2,0,0,0,163,50,4,31825,0,9,1,41.75
3175,1,1,3,0,0,0,203,47,2,23341,0,9,1,41.75
3176,1,1,2,1,1,0,233,47,4,33020,0,9,0,64.7
3177,1,0,2,1,0,0,201,42,4,21943,0,9,0,41.75
3178,0,0,3,1,0,0,134,39,1,16085,0,9,1,41.75
3179,1,0,2,1,0,0,135,38,3,29395,0,9,1,41.75
3180,1,1,3,1,0,0,335,60,2,30668,0,7,0,31.55
3181,1,1,2,1,0,0,8,22,7,18904,3,9,0,98.75
3182,0,0,3,0,0,0,294,47,4,27046,3,9,1,41.75
3183,1,0,3,1,1,0,212,47,5,26005,0,9,0,61.7
3184,1,0,3,1,0,0,36,45,6,24499,0,9,1,47.75
